Yuan Dean Scientific Co., LTD
 3561 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.358  , 0  , 3.36  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 776.53  , 0  , 113.689  , 3.683  , 0  , 4.087  , 3.341  , 3.339  , 3.338  , 0  , 0  , 0  , 18.4  , 0  , 19.2  , 0  , 0  , 0  , 90.60548  , 0  , 81.35552  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 310.232  , 0  , 43.71  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:44:58 
 3562 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.325  , 0  , 3.326  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 769.764  , 0  , 112.627  , 3.655  , 0  , 4.049  , 3.306  , 3.303  , 3.304  , 0  , 0  , 0  , 20  , 0  , 18.4  , 0  , 0  , 0  , 90.23256  , 0  , 81.35342  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 305.143  , 0  , 43.467  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:45:19 
 3563 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.313  , 0  , 3.313  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 768.042  , 0  , 112.651  , 3.644  , 0  , 4.051  , 3.296  , 3.294  , 3.293  , 0  , 0  , 0  , 16.8  , 0  , 18.4  , 0  , 0  , 0  , 90.23051  , 0  , 81.36263  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 388.788  , 0  , 56.942  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:45:41 
 3564 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.323  , 0  , 3.324  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 769.615  , 0  , 112.897  , 3.651  , 0  , 4.06  , 3.305  , 3.301  , 3.301  , 0  , 0  , 0  , 18.4  , 0  , 19.2  , 0  , 0  , 0  , 90.22186  , 0  , 81.28078  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 337.856  , 0  , 51.648  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:46:03 
 3565 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.318  , 0  , 3.319  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 767.742  , 0  , 112.448  , 3.646  , 0  , 4.043  , 3.3  , 3.296  , 3.296  , 0  , 0  , 0  , 19.2  , 0  , 17.6  , 0  , 0  , 0  , 90.40044  , 0  , 81.1526  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 350.153  , 0  , 48.243  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:46:25 
 3566 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.318  , 0  , 3.318  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 767.786  , 0  , 112.24  , 3.641  , 0  , 4.035  , 3.295  , 3.293  , 3.291  , 0  , 0  , 0  , 19.2  , 0  , 20  , 0  , 0  , 0  , 90.03021  , 0  , 81.61091  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 330.714  , 0  , 46.322  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:46:45 
 3567 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.346  , 0  , 3.345  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 774.079  , 0  , 113.611  , 3.673  , 0  , 4.084  , 3.329  , 3.325  , 3.325  , 0  , 0  , 0  , 18.4  , 0  , 20  , 0  , 0  , 0  , 90.41656  , 0  , 81.34182  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 335.148  , 0  , 48.003  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:47:06 
 3568 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.294  , 0  , 3.293  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 763.242  , 0  , 112.134  , 3.622  , 0  , 4.031  , 3.275  , 3.273  , 3.27  , 0  , 0  , 0  , 20  , 0  , 20  , 0  , 0  , 0  , 90.19878  , 0  , 80.89803  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 323.4  , 0  , 48.346  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:47:28 
 3569 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.345  , 0  , 3.344  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 772.813  , 0  , 113.066  , 3.666  , 0  , 4.066  , 3.323  , 3.32  , 3.319  , 0  , 0  , 0  , 19.2  , 0  , 18.4  , 0  , 0  , 0  , 90.53465  , 0  , 81.50517  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 313.102  , 0  , 44.842  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:47:49 
 3570 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.359  , 0  , 3.359  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 775.123  , 0  , 113.374  , 3.679  , 0  , 4.076  , 3.338  , 3.333  , 3.333  , 0  , 0  , 0  , 19.2  , 0  , 19.2  , 0  , 0  , 0  , 90.35064  , 0  , 81.6732  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 331.384  , 0  , 45.71  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:48:09 
 3571 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.316  , 0  , 3.316  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 768.442  , 0  , 112.557  , 3.645  , 0  , 4.047  , 3.299  , 3.295  , 3.294  , 0  , 0  , 0  , 19.2  , 0  , 20  , 0  , 0  , 0  , 90.37037  , 0  , 81.14653  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 314.785  , 0  , 46.835  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:48:30 
 3572 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.303  , 0  , 3.303  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 764.988  , 0  , 111.992  , 3.628  , 0  , 4.027  , 3.283  , 3.28  , 3.279  , 0  , 0  , 0  , 19.2  , 0  , 19.2  , 0  , 0  , 0  , 90.54575  , 0  , 81.35088  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 361.294  , 0  , 54.562  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:48:52 
 3573 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.323  , 0  , 3.321  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 768.943  , 0  , 112.605  , 3.649  , 0  , 4.049  , 3.305  , 3.298  , 3.296  , 0  , 0  , 0  , 18.4  , 0  , 20  , 0  , 0  , 0  , 90.46314  , 0  , 81.30403  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 382.38  , 0  , 54.309  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:49:12 
 3574 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.351  , 0  , 3.353  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 775.395  , 0  , 113.384  , 3.679  , 0  , 4.078  , 3.336  , 3.334  , 3.331  , 0  , 0  , 0  , 20.8  , 0  , 20.8  , 0  , 0  , 0  , 90.45937  , 0  , 81.55959  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 368.463  , 0  , 51.818  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:49:34 
 3575 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.341  , 0  , 3.341  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 772.204  , 0  , 113.157  , 3.664  , 0  , 4.068  , 3.32  , 3.318  , 3.318  , 0  , 0  , 0  , 20  , 0  , 19.2  , 0  , 0  , 0  , 90.58406  , 0  , 81.4651  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 388.577  , 0  , 55.949  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:49:55 
 3576 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.319  , 0  , 3.32  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 768.406  , 0  , 112.435  , 3.645  , 0  , 4.042  , 3.299  , 3.295  , 3.296  , 0  , 0  , 0  , 19.2  , 0  , 20.8  , 0  , 0  , 0  , 90.2332  , 0  , 81.37061  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 362.573  , 0  , 52.609  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:50:16 
 3577 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.301  , 0  , 3.3  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 764.76  , 0  , 112.228  , 3.63  , 0  , 4.036  , 3.281  , 3.279  , 3.279  , 0  , 0  , 0  , 17.6  , 0  , 18.4  , 0  , 0  , 0  , 90.11018  , 0  , 81.04559  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 305.159  , 0  , 43.77  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:50:36 
 3578 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.316  , 0  , 3.318  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 767.977  , 0  , 112.385  , 3.646  , 0  , 4.043  , 3.299  , 3.296  , 3.295  , 0  , 0  , 0  , 19.2  , 0  , 18.4  , 0  , 0  , 0  , 90.40044  , 0  , 81.17734  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 363.061  , 0  , 53.455  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:50:57 
 3579 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.345  , 0  , 3.345  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 773.86  , 0  , 113.19  , 3.67  , 0  , 4.071  , 3.326  , 3.323  , 3.323  , 0  , 0  , 0  , 17.6  , 0  , 19.2  , 0  , 0  , 0  , 90.38147  , 0  , 81.6507  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 345.815  , 0  , 48.05  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:51:21 
 3580 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.331  , 0  , 3.333  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 771.505  , 0  , 112.714  , 3.658  , 0  , 4.053  , 3.313  , 3.309  , 3.308  , 0  , 0  , 0  , 20.8  , 0  , 18.4  , 0  , 0  , 0  , 90.26791  , 0  , 81.69257  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 340.435  , 0  , 50.812  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:51:42 
 3581 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.35  , 0  , 3.351  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 774.098  , 0  , 113.118  , 3.672  , 0  , 4.067  , 3.333  , 3.329  , 3.328  , 0  , 0  , 0  , 17.6  , 0  , 20.8  , 0  , 0  , 0  , 90.49564  , 0  , 81.41136  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 402.704  , 0  , 57.839  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:52:02 
 3582 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.318  , 0  , 3.318  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 767.583  , 0  , 112.458  , 3.643  , 0  , 4.043  , 3.299  , 3.294  , 3.295  , 0  , 0  , 0  , 20  , 0  , 20.8  , 0  , 0  , 0  , 90.50233  , 0  , 81.32574  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 386.786  , 0  , 54.722  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:52:23 
 3583 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.335  , 0  , 3.335  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 771.253  , 0  , 112.646  , 3.658  , 0  , 4.05  , 3.315  , 3.31  , 3.31  , 0  , 0  , 0  , 18.4  , 0  , 20.8  , 0  , 0  , 0  , 90.40459  , 0  , 81.4321  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 314.939  , 0  , 45.93  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:52:44 
 3584 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.31  , 0  , 3.31  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 767.109  , 0  , 112.434  , 3.639  , 0  , 4.043  , 3.294  , 3.291  , 3.289  , 0  , 0  , 0  , 19.2  , 0  , 16.8  , 0  , 0  , 0  , 90.43694  , 0  , 81.17734  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 363.342  , 0  , 53.396  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:53:05 
 3585 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.289  , 0  , 3.29  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 761.67  , 0  , 111.594  , 3.615  , 0  , 4.013  , 3.271  , 3.268  , 3.266  , 0  , 0  , 0  , 18.4  , 0  , 17.6  , 0  , 0  , 0  , 90.34578  , 0  , 81.21107  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 354.41  , 0  , 51.675  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:53:26 
 3586 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.294  , 0  , 3.294  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 764.13  , 0  , 111.951  , 3.625  , 0  , 4.025  , 3.274  , 3.27  , 3.27  , 0  , 0  , 0  , 20  , 0  , 18.4  , 0  , 0  , 0  , 90.37241  , 0  , 81.26707  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 369.273  , 0  , 54.249  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:53:57 
 3587 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.315  , 0  , 3.318  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 768.25  , 0  , 112.455  , 3.647  , 0  , 4.043  , 3.299  , 3.296  , 3.294  , 0  , 0  , 0  , 20.8  , 0  , 19.2  , 0  , 0  , 0  , 90.23855  , 0  , 81.22681  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 351.451  , 0  , 52.545  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:54:19 
 3588 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.316  , 0  , 3.315  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 767.095  , 0  , 112.467  , 3.642  , 0  , 4.043  , 3.298  , 3.294  , 3.294  , 0  , 0  , 0  , 19.2  , 0  , 20.8  , 0  , 0  , 0  , 90.49973  , 0  , 81.20207  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 341.274  , 0  , 49.493  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:54:39 
 3589 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.326  , 0  , 3.328  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 769.875  , 0  , 112.936  , 3.653  , 0  , 4.06  , 3.308  , 3.303  , 3.304  , 0  , 0  , 0  , 17.6  , 0  , 20.8  , 0  , 0  , 0  , 90.41883  , 0  , 81.133  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 359.865  , 0  , 54.244  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:55:01 
 3590 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.353  , 0  , 3.354  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 773.693  , 0  , 113.285  , 3.672  , 0  , 4.073  , 3.328  , 3.321  , 3.321  , 0  , 0  , 0  , 20  , 0  , 19.2  , 0  , 0  , 0  , 90.55011  , 0  , 81.24233  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 333.403  , 0  , 49.599  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:55:22 
 3591 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.325  , 0  , 3.326  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 769.583  , 0  , 112.653  , 3.651  , 0  , 4.05  , 3.305  , 3.301  , 3.3  , 0  , 0  , 0  , 19.2  , 0  , 20.8  , 0  , 0  , 0  , 90.3588  , 0  , 81.33333  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 369.264  , 0  , 52.496  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:55:42 
 3592 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.3  , 0  , 3.3  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 764.749  , 0  , 112.126  , 3.634  , 0  , 4.032  , 3.281  , 3.279  , 3.279  , 0  , 0  , 0  , 20  , 0  , 17.6  , 0  , 0  , 0  , 90.17611  , 0  , 81.3244  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 356.997  , 0  , 52.473  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:56:02 
 3593 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.324  , 0  , 3.326  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 769.417  , 0  , 112.667  , 3.65  , 0  , 4.052  , 3.306  , 3.304  , 3.301  , 0  , 0  , 0  , 19.2  , 0  , 18.4  , 0  , 0  , 0  , 90.43835  , 0  , 81.36723  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 297.21  , 0  , 40.878  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:56:23 
 3594 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.351  , 0  , 3.35  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 774.813  , 0  , 113.242  , 3.68  , 0  , 4.072  , 3.33  , 3.326  , 3.324  , 0  , 0  , 0  , 19.2  , 0  , 18.4  , 0  , 0  , 0  , 90.13586  , 0  , 81.60609  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 370.152  , 0  , 53.654  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:56:44 
 3595 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.358  , 0  , 3.358  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 776.273  , 0  , 113.693  , 3.684  , 0  , 4.089  , 3.34  , 3.339  , 3.339  , 0  , 0  , 0  , 19.2  , 0  , 18.4  , 0  , 0  , 0  , 90.39088  , 0  , 81.56028  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 366.419  , 0  , 54.736  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:57:04 
 3596 ,PASS ,  0  , 0  , 0  , 0  , 0  , 0  , 3.3  , 0  , 3.301  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 765.615  , 0  , 111.822  , 3.632  , 0  , 4.022  , 3.28  , 3.278  , 3.278  , 0  , 0  , 0  , 20.8  , 0  , 20  , 0  , 0  , 0  , 90.08811  , 0  , 81.47688  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 309.293  , 0  , 44.592  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,下午 05:57:25 
